=== TABLE: admin_list ===
Columns: ['gm_name']
Row count: 1
('CrazyAdmin',)

=== TABLE: admin_settings ===
Columns: ['key', 'value']
Row count: 43
('Admin-Level-/kill', 3)
('Admin-Level-/revive', 3)
('Admin-Level-/closecon', 3)
('Admin-Level-/checkrep', 1)
('Admin-Level-/who', 0)
('Admin-Level-/energysphere', 2)
('Admin-Level-/shutdownthisserverrightnow', 3)
('Admin-Level-/setobservermode', 3)
('Admin-Level-/shutup', 2)
('Admin-Level-/attack', 2)
('Admin-Level-/summondemon', 3)
('Admin-Level-/summondeath', 3)
('Admin-Level-/reservefightzone', 2)
('Admin-Level-/createfish', 2)
('Admin-Level-/teleport', 2)
('Admin-Level-/checkip', 2)
('Admin-Level-/polymorph', 2)
('Admin-Level-/setinvi', 2)
('Admin-Level-/setzerk', 2)
('Admin-Level-/setfreeze', 2)
('Admin-Level-/gns', 2)
('Admin-Level-/setattackmode', 2)
('Admin-Level-/unsummonall', 3)
('Admin-Level-/unsummondemon', 3)
('Admin-Level-/summonnpc', 3)
('Admin-Level-/summonall', 4)
('Admin-Level-/summonplayer', 1)
('Admin-Level-/disconnectall', 2)
('Admin-Level-/enableadmincreateitem', 3)
('Admin-Level-/createitem', 4)
('Admin-Level-/storm', 3)
('Admin-Level-/weather', 2)
('Admin-Level-/setstatus', 2)
('Admin-Level-/goto', 1)
('Admin-Level-/monstercount', 1)
('Admin-Level-/setforcerecalltime', 3)
('Admin-Level-/unsummonboss', 3)
('Admin-Level-/clearnpc', 3)
('Admin-Level-/time', 2)
('Admin-Level-/send', 2)
('Admin-Level-/summonguild', 3)
('Admin-Level-/checkstatus', 0)
('Admin-Level-/clearmap', 0)

=== TABLE: banned_list ===
Columns: ['ip_address']
Row count: 1
('192.118.1.1',)

=== TABLE: builditem_configs ===
Columns: ['build_id', 'name', 'skill_limit', 'material_id1', 'material_count1', 'material_value1', 'material_id2', 'material_count2', 'material_value2', 'material_id3', 'material_count3', 'material_value3', 'material_id4', 'material_count4', 'material_value4', 'material_id5', 'material_count5', 'material_value5', 'material_id6', 'material_count6', 'material_value6', 'average_value', 'max_skill', 'attribute', 'item_id']
(13, 'Scimitar', 60, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 48, 70, 0, 25)
(14, 'Falchion', 70, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 56, 80, 0, 28)
(15, 'Esterk', 40, 500, 1, 2, 500, 1, 2, 501, 1, 1, 357, 1, 0, 0, 0, 0, 0, 0, 0, 33, 50, 0, 31)
(16, 'Rapier', 50, 500, 1, 2, 500, 1, 2, 501, 1, 1, 357, 1, 0, 0, 0, 0, 0, 0, 0, 41, 60, 0, 34)
(17, 'BroadSword', 50, 500, 1, 2, 500, 1, 2, 501, 1, 2, 501, 1, 1, 0, 0, 0, 0, 0, 0, 41, 60, 0, 38)
(18, 'BastadSword', 60, 500, 1, 2, 500, 1, 2, 501, 1, 2, 501, 1, 1, 355, 1, 1, 357, 1, 0, 48, 70, 0, 42)
(19, 'Claymore', 70, 500, 1, 2, 500, 1, 2, 501, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 56, 80, 0, 46)
(20, 'GreatSword', 80, 500, 1, 2, 500, 1, 2, 502, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 63, 90, 0, 50)
(21, 'Flameberge', 90, 500, 1, 2, 500, 1, 2, 502, 1, 2, 502, 1, 2, 501, 1, 1, 501, 1, 1, 71, 100, 0, 54)
(22, 'GiantSword', 95, 506, 1, 2, 503, 1, 2, 503, 1, 2, 508, 1, 1, 195, 1, -1, 500, 1, 1, 75, 100, 0, 615)
(23, 'BlackShadowSword', 99, 506, 1, 2, 506, 1, 2, 505, 1, 2, 505, 1, 2, 508, 1, 1, 195, 1, -1, 75, 100, 0, 844)
(24, 'LightAxe', 30, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 26, 40, 0, 59)
(25, 'Tomahoc', 40, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 33, 50, 0, 62)
(26, 'SexonAxe', 50, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 41, 60, 0, 65)
(27, 'DoubleAxe', 60, 500, 1, 2, 500, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 0, 0, 0, 48, 70, 0, 68)
(28, 'WarAxe', 70, 500, 1, 2, 500, 1, 2, 501, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 56, 80, 0, 71)
(29, 'BattleAxe', 90, 500, 1, 2, 500, 1, 2, 502, 1, 2, 502, 1, 2, 501, 1, 1, 501, 1, 1, 66, 100, 0, 560)
(30, 'Hammer', 90, 503, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 502, 1, 1, 71, 100, 0, 760)
(31, 'BattleHammer', 95, 506, 1, 2, 503, 1, 2, 503, 1, 2, 508, 1, 1, 502, 1, 1, 500, 1, 1, 72, 100, 0, 761)
(32, 'BarbarianHammer', 99, 506, 1, 2, 506, 1, 2, 503, 1, 2, 351, 1, -2, 508, 1, 1, 502, 1, 1, 73, 100, 0, 843)
(33, 'Hauberk(M)', 40, 504, 1, 2, 500, 1, 2, 500, 1, 2, 207, 1, -1, 0, 0, 0, 0, 0, 0, 33, 50, 0, 454)
(34, 'ChainHose(M)', 50, 504, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 0, 0, 0, 41, 60, 0, 461)
(35, 'ScaleMail(M)', 60, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 48, 70, 0, 457)
(36, 'ChainMail(M)', 70, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 56, 80, 0, 456)
(37, 'PlateLeggings(M)', 80, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 198, 1, -1, 63, 90, 0, 462)
(38, 'PlateMail(M)', 90, 504, 1, 2, 504, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 198, 1, -1, 71, 100, 0, 458)
(39, 'WizardHauberk(M)', 95, 506, 1, 2, 504, 1, 2, 508, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 71, 100, 0, 681)
(40, 'KnightHauberk(M)', 95, 506, 1, 2, 504, 1, 2, 508, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 80, 100, 0, 687)
(41, 'KnightPlateLeg(M)', 95, 506, 1, 2, 504, 1, 2, 508, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 80, 100, 0, 677)
(42, 'KnightPlateMail(M)', 99, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 553, 1, -1, 71, 100, 0, 675)
(43, 'Helm(M)', 75, 504, 1, 2, 504, 1, 2, 500, 1, 2, 500, 1, 1, 200, 1, -1, 0, 0, 0, 60, 85, 0, 600)
(44, 'FullHelm(M)', 80, 504, 1, 2, 504, 1, 2, 500, 1, 2, 502, 1, 1, 501, 1, 1, 200, 1, -1, 65, 90, 0, 601)
(45, 'KnightFullHelm(M)', 95, 506, 1, 2, 504, 1, 2, 508, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 75, 100, 0, 679)
(46, 'Wings-Helm(M)', 95, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 200, 1, -1, 75, 100, 0, 751)
(47, 'Horned-Helm(M)', 99, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 200, 1, -1, 80, 100, 0, 750)
(48, 'Hauberk(W)', 40, 504, 1, 2, 500, 1, 2, 500, 1, 2, 207, 1, -1, 0, 0, 1, 0, 0, 0, 33, 50, 0, 472)
(49, 'ChainHose(W)', 50, 504, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 0, 0, 0, 41, 60, 0, 482)
(50, 'ScaleMail(W)', 60, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 48, 70, 0, 477)
(51, 'ChainMail(W)', 70, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 207, 1, -1, 56, 80, 0, 476)
(52, 'PlateLeggings(W)', 80, 504, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 198, 1, -1, 63, 90, 0, 483)
(53, 'PlateMail(W)', 90, 504, 1, 2, 504, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 198, 1, -1, 71, 100, 0, 478)
(54, 'WizardHauberk(W)', 95, 506, 1, 2, 504, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 0, 0, 0, 71, 100, 0, 682)
(55, 'KnightHauberk(W)', 95, 506, 1, 2, 506, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 0, 0, 0, 75, 100, 0, 688)
(56, 'KnightPlateLeg(W)', 95, 506, 1, 2, 506, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 0, 0, 0, 75, 100, 0, 678)
(57, 'KnightPlateMail(W)', 99, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 553, 1, -1, 71, 100, 0, 676)
(58, 'Helm(W)', 75, 504, 1, 2, 504, 1, 2, 500, 1, 2, 500, 1, 1, 200, 1, -1, 0, 0, 0, 56, 85, 0, 602)
(59, 'FullHelm(W)', 80, 504, 1, 2, 504, 1, 2, 500, 1, 2, 502, 1, 1, 501, 1, 1, 200, 1, -1, 63, 90, 0, 603)
(60, 'KnightFullHelm(W)', 95, 506, 1, 2, 504, 1, 2, 508, 1, 2, 502, 1, 1, 553, 1, -1, 0, 0, 0, 71, 100, 0, 680)
(61, 'Wings-Helm(W)', 95, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 200, 1, -1, 71, 100, 0, 755)
(62, 'Horned-Helm(W)', 99, 506, 1, 2, 504, 1, 2, 504, 1, 2, 508, 1, 1, 502, 1, 1, 200, 1, -1, 80, 100, 0, 754)
(63, 'LongSword+1', 45, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 355, 1, 0, 43, 80, 0, 18)
(64, 'Sabre+1', 55, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 355, 1, 0, 51, 85, 0, 24)
(65, 'Scimitar+1', 65, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 355, 1, 0, 58, 90, 0, 26)
(66, 'Falchion+1', 75, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 355, 1, 0, 355, 1, 0, 66, 95, 0, 29)
(67, 'Esterk+1', 45, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 357, 1, 0, 355, 1, 0, 43, 65, 0, 32)
(68, 'Rapier+1', 55, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 357, 1, 0, 355, 1, 0, 51, 75, 0, 35)
(69, 'BroadSword+1', 55, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 51, 90, 0, 39)
(70, 'BastadSword+1', 65, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 501, 1, 1, 357, 1, 1, 58, 95, 0, 43)
(71, 'Claymore+1', 75, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 2, 501, 1, 1, 501, 1, 1, 66, 96, 0, 47)
(72, 'GreatSword+1', 84, 505, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 2, 502, 1, 1, 502, 1, 1, 73, 97, 0, 51)
(73, 'Flameberge+1', 93, 505, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 2, 502, 1, 1, 502, 1, 1, 81, 100, 0, 55)
(74, 'LightAxe+1', 40, 505, 1, 2, 500, 1, 2, 500, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 36, 60, 0, 60)
(75, 'Tomahoc+1', 45, 505, 1, 2, 500, 1, 2, 500, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 43, 70, 0, 63)
(76, 'SexonAxe+1', 55, 505, 1, 2, 500, 1, 2, 500, 1, 1, 355, 1, 0, 0, 0, 0, 0, 0, 0, 51, 80, 0, 66)
(77, 'DoubleAxe+1', 65, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 501, 1, 1, 0, 0, 0, 58, 90, 0, 69)
(78, 'WarAxe+1', 80, 505, 1, 2, 500, 1, 2, 500, 1, 2, 501, 1, 1, 501, 1, 1, 501, 1, 0, 66, 94, 0, 72)
(79, 'BattleAxe+1', 95, 505, 1, 2, 500, 1, 2, 500, 1, 2, 500, 1, 1, 502, 1, 1, 502, 1, 1, 75, 100, 0, 580)
(80, 'LongSword+2', 55, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 0, 0, 0, 0, 0, 0, 53, 80, 0, 19)
(81, 'Sabre+2', 65, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 502, 1, 0, 501, 1, 0, 61, 85, 0, 582)
(82, 'Scimitar+2', 75, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 502, 1, 0, 501, 1, 0, 68, 90, 0, 27)
(83, 'Falchion+2', 85, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 502, 1, 0, 501, 1, 0, 76, 95, 0, 30)
(84, 'Esterk+2', 55, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 502, 1, 0, 501, 1, 0, 53, 65, 0, 33)
(85, 'Rapier+2', 65, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 502, 1, 0, 501, 1, 0, 61, 75, 0, 36)
(86, 'BroadSword+2', 65, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 500, 1, 1, 0, 0, 0, 61, 80, 0, 40)
(87, 'BastadSword+2', 75, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 500, 1, 1, 0, 0, 0, 68, 85, 0, 44)
(88, 'Claymore+2', 85, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 2, 500, 1, 1, 500, 1, 1, 76, 90, 0, 48)
(89, 'GreatSword+2', 94, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 2, 500, 1, 1, 502, 1, 1, 83, 95, 0, 52)
(90, 'Flameberge+2', 97, 506, 1, 2, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 500, 1, 1, 85, 100, 0, 56)
(91, 'LightAxe+2', 50, 506, 1, 2, 503, 1, 2, 195, 1, -1, 502, 1, 0, 0, 0, 0, 0, 0, 0, 36, 75, 0, 61)
(92, 'Tomahoc+2', 55, 506, 1, 2, 503, 1, 2, 195, 1, -1, 500, 1, 0, 0, 0, 0, 0, 0, 0, 53, 80, 0, 64)
(93, 'SexonAxe+2', 65, 506, 1, 2, 503, 1, 2, 195, 1, -1, 500, 1, 0, 0, 0, 0, 0, 0, 0, 61, 85, 0, 67)
(94, 'DoubleAxe+2', 75, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 500, 1, 1, 0, 0, 0, 68, 90, 0, 70)
(95, 'WarAxe+2', 90, 506, 1, 2, 503, 1, 2, 195, 1, -2, 500, 1, 1, 500, 1, 1, 500, 1, 0, 76, 95, 0, 73)
(96, 'BattleAxe+2', 99, 506, 1, 2, 506, 1, 2, 503, 1, 2, 508, 1, 1, 195, 1, -1, 500, 1, 1, 88, 100, 0, 581)

=== TABLE: crafting_configs ===
Columns: ['crafting_id', 'name', 'array0', 'array1', 'array2', 'array3', 'array4', 'array5', 'array6', 'array7', 'array8', 'array9', 'array10', 'array11', 'skill_limit', 'difficulty']
Row count: 25
(1, 'MagicNecklace(DF+15)', 657, 1, 356, 1, 354, 1, 311, 2, -1, 0, -1, 0, 10, 70)
(2, 'MagicNecklace(DF+20)', 1086, 1, 657, 1, 356, 1, 354, 1, 311, 1, -1, 0, 20, 70)
(3, 'MagicNecklace(DF+25)', 1087, 1, 657, 1, 358, 1, 356, 1, 354, 1, 311, 1, 30, 70)
(4, 'MagicNecklace(DF+30)', 1088, 1, 657, 1, 358, 1, 356, 1, 354, 1, 311, 1, 40, 70)
(5, 'MagicNecklace(DM+2)', 657, 1, 356, 1, 354, 1, 305, 2, -1, 0, -1, 0, 10, 70)
(6, 'MagicNecklace(DM+3)', 1090, 1, 657, 1, 356, 1, 354, 1, 311, 1, -1, 0, 20, 70)
(7, 'MagicNecklace(DM+4)', 1091, 1, 657, 1, 358, 1, 356, 1, 354, 1, 305, 1, 30, 70)
(8, 'MagicNecklace(DM+5)', 1092, 1, 657, 1, 358, 1, 356, 1, 354, 1, 305, 1, 40, 70)
(9, 'MagicNecklace(MS12)', 657, 1, 356, 1, 354, 1, 308, 2, -1, 0, -1, 0, 10, 70)
(10, 'MagicNecklace(MS13)', 1094, 1, 657, 1, 356, 1, 354, 1, 311, 1, -1, 0, 20, 70)
(11, 'MagicNecklace(MS14)', 1095, 1, 657, 1, 358, 1, 356, 1, 354, 1, 308, 1, 30, 70)
(12, 'MagicNecklace(MS15)', 1096, 1, 657, 1, 358, 1, 356, 1, 354, 1, 308, 1, 40, 70)
(13, 'MagicNecklace(RM15)', 657, 1, 356, 1, 354, 1, 300, 2, -1, 0, -1, 0, 10, 70)
(14, 'MagicNecklace(RM20)', 1098, 1, 657, 1, 356, 1, 354, 1, 311, 1, -1, 0, 20, 70)
(15, 'MagicNecklace(RM25)', 1099, 1, 657, 1, 358, 1, 356, 1, 354, 1, 300, 1, 30, 70)
(16, 'MagicNecklace(RM30)', 1100, 1, 657, 1, 358, 1, 356, 1, 354, 1, 300, 1, 40, 70)
(17, 'DiamondWare', 358, 1, 350, 2, -1, 0, -1, 0, -1, 0, -1, 0, 0, 70)
(18, 'RubyWare', 358, 1, 351, 2, -1, 0, -1, 0, -1, 0, -1, 0, 0, 70)
(19, 'SapphireWare', 358, 1, 352, 2, -1, 0, -1, 0, -1, 0, -1, 0, 0, 70)
(20, 'EmeraldWare', 358, 1, 353, 2, -1, 0, -1, 0, -1, 0, -1, 0, 0, 70)
(21, 'CrystalWare', 358, 3, -1, 0, -1, 0, -1, 0, -1, 0, -1, 0, 0, 70)
(22, 'MaginDiamond', 1106, 1, 1102, 1, 1102, 1, 657, 1, -1, 0, -1, 0, 30, 70)
(23, 'MaginRuby', 1106, 1, 1103, 1, 1103, 1, 657, 1, -1, 0, -1, 0, 30, 70)
(24, 'MagicEmerald', 1106, 1, 1105, 1, 1105, 1, 657, 1, -1, 0, -1, 0, 30, 70)
(25, 'MagicSapphire', 1106, 1, 1104, 1, 1104, 1, 657, 1, -1, 0, -1, 0, 30, 70)

=== TABLE: crusade_structures ===
Columns: ['structure_id', 'map_name', 'structure_type', 'pos_x', 'pos_y']
Row count: 21
(1, 'aresden', 40, 145, 128)
(2, 'aresden', 40, 152, 124)
(3, 'aresden', 40, 99, 183)
(4, 'aresden', 40, 109, 186)
(5, 'aresden', 40, 124, 168)
(6, 'aresden', 40, 134, 165)
(7, 'aresden', 40, 171, 197)
(8, 'aresden', 40, 156, 203)
(9, 'elvine', 40, 144, 131)
(10, 'elvine', 40, 152, 126)
(11, 'elvine', 40, 196, 128)
(12, 'elvine', 40, 205, 130)
(13, 'elvine', 40, 224, 153)
(14, 'elvine', 40, 234, 149)
(15, 'elvine', 40, 241, 110)
(16, 'elvine', 40, 230, 115)
(17, 'middleland', 42, 418, 147)
(18, 'middleland', 42, 112, 174)
(19, 'middleland', 42, 263, 305)
(20, 'aresden', 41, 165, 109)
(21, 'elvine', 41, 170, 120)

=== TABLE: drop_entries ===
Columns: ['drop_table_id', 'tier', 'item_id', 'weight', 'min_count', 'max_count']
Row count: 68
(20010, 1, 220, 400, 1, 1)
(20010, 1, 0, 9600, 0, 0)
(20011, 1, 219, 250, 1, 1)
(20011, 1, 0, 9750, 0, 0)
(20012, 1, 221, 167, 1, 1)
(20012, 1, 0, 9833, 0, 0)
(20013, 1, 194, 46, 1, 1)
(20013, 1, 195, 42, 1, 1)
(20013, 1, 196, 56, 1, 1)
(20013, 1, 197, 76, 1, 1)
(20013, 1, 198, 42, 1, 1)
(20013, 1, 0, 9738, 0, 0)
(20014, 1, 206, 227, 1, 1)
(20014, 1, 207, 125, 1, 1)
(20014, 1, 208, 119, 1, 1)
(20014, 1, 0, 9529, 0, 0)
(20016, 1, 192, 370, 1, 1)
(20016, 1, 193, 333, 1, 1)
(20016, 1, 0, 9297, 0, 0)
(20017, 1, 215, 40, 1, 1)
(20017, 1, 216, 100, 1, 1)
(20017, 1, 217, 40, 1, 1)
(20017, 1, 218, 50, 1, 1)
(20017, 1, 0, 9770, 0, 0)
(20022, 1, 188, 133, 1, 1)
(20022, 1, 189, 125, 1, 1)
(20022, 1, 190, 125, 1, 1)
(20022, 1, 191, 118, 1, 1)
(20022, 1, 0, 9499, 0, 0)
(20023, 1, 205, 167, 1, 1)
(20023, 1, 0, 9833, 0, 0)
(20027, 1, 199, 36, 1, 1)
(20027, 1, 200, 38, 1, 1)
(20027, 1, 201, 38, 1, 1)
(20027, 1, 202, 40, 1, 1)
(20027, 1, 203, 40, 1, 1)
(20027, 1, 204, 29, 1, 1)
(20027, 1, 0, 9779, 0, 0)
(20028, 1, 222, 57, 1, 1)
(20028, 1, 223, 87, 1, 1)
(20028, 1, 224, 80, 1, 1)
(20028, 1, 225, 74, 1, 1)
(20028, 1, 0, 9702, 0, 0)
(20029, 1, 209, 71, 1, 1)
(20029, 1, 210, 65, 1, 1)
(20029, 1, 211, 57, 1, 1)
(20029, 1, 212, 57, 1, 1)
(20029, 1, 213, 51, 1, 1)
(20029, 1, 214, 51, 1, 1)
(20029, 1, 0, 9648, 0, 0)
(20031, 1, 541, 5, 1, 1)
(20031, 1, 542, 2, 1, 1)
(20031, 1, 543, 10, 1, 1)
(20031, 1, 540, 7, 1, 1)
(20031, 1, 0, 9976, 0, 0)
(20032, 1, 544, 1, 1, 1)
(20032, 1, 545, 4, 1, 1)
(20032, 1, 546, 20, 1, 1)
(20032, 1, 547, 10, 1, 1)
(20032, 1, 0, 9965, 0, 0)
(20033, 1, 551, 42, 1, 1)
(20033, 1, 548, 45, 1, 1)
(20033, 1, 550, 50, 1, 1)
(20033, 1, 553, 36, 1, 1)
(20033, 1, 552, 45, 1, 1)
(20033, 1, 554, 45, 1, 1)
(20033, 1, 549, 33, 1, 1)
(20033, 1, 0, 9704, 0, 0)

=== TABLE: drop_tables ===
Columns: ['drop_table_id', 'name', 'description']
Row count: 17
(20010, 'body_Slime', 'Body-part drops for Slime')
(20011, 'body_Skeleton', 'Body-part drops for Skeleton')
(20012, 'body_Stone-Golem', 'Body-part drops for Stone-Golem')
(20013, 'body_Cyclops', 'Body-part drops for Cyclops')
(20014, 'body_Orc', 'Body-part drops for Orc')
(20016, 'body_Giant-Ant', 'Body-part drops for Giant-Ant')
